#: table_doi: 10.17182/hepdata.133152.v1/t156
#: name: Table 156
#: description: The relative elliptic flow fluctuations ($F(v_2)$) as a function of $p_{T}$ for different particle species and centralities in Pb--Pb collisions at $\sqrt{s_{\mathrm{NN}}} = 5.02$ TeV.
#: data_file: table_156.yaml
#: keyword phrases: Anisotropic flow
#: keyword reactions: Pb Pb
#: SQRT(S_NN) [TeV],5.02
#: ABS(ETA),< 0.8
#: CENTRALITY,30-40%
PT [GeV/c],$F(v_2)$,Stat +,Stat -,Syst +,Syst -
0.75,0.3551,0.013219,-0.013219,0.019599,-0.019599
1.25,0.29198,0.010946,-0.010946,0.011988,-0.011988
1.75,0.28643,0.0052497,-0.0052497,0.0042661,-0.0042661
2.25,0.31663,0.003644,-0.003644,0.0037343,-0.0037343
2.75,0.35058,0.0040208,-0.0040208,0.0053733,-0.0053733
3.5,0.37186,0.0049722,-0.0049722,0.008946,-0.008946
5.0,0.39708,0.013711,-0.013711,0.0095528,-0.0095528

