#: table_doi: 10.17182/hepdata.133152.v1/t196
#: name: Table 196
#: description: The ratio $v_2\{4\}/v_2\{2,|\Delta \eta| > 0.8\}$ as a function of $p_{T}$ for different particle species and centralities in Pb--Pb collisions at $\sqrt{s_{\mathrm{NN}}} = 5.02$ TeV.
#: data_file: table_196.yaml
#: keyword phrases: Anisotropic flow
#: keyword reactions: Pb Pb
#: SQRT(S_NN) [TeV],5.02
#: ABS(ETA),< 0.8
#: CENTRALITY,40-50%
PT [GeV/c],"$v_2\{\mathrm{4}\}/v_2\{\mathrm{2, |\Delta\eta|>0.8}\}$",Stat +,Stat -,Syst +,Syst -
0.75,0.85408,0.0099821,-0.0099821,0.017122,-0.017122
1.25,0.91464,0.0066023,-0.0066023,0.009348,-0.009348
1.75,0.90773,0.0038046,-0.0038046,0.0052227,-0.0052227
2.25,0.8821,0.005311,-0.005311,0.0081816,-0.0081816
2.75,0.85731,0.0054445,-0.0054445,0.0089995,-0.0089995
3.5,0.81184,0.0083433,-0.0083433,0.013143,-0.013143
5.0,0.78283,0.018149,-0.018149,0.012673,-0.012673

