#: table_doi: 10.17182/hepdata.133152.v1/t167
#: name: Table 167
#: description: The relative elliptic flow fluctuations ($F(v_2)$) as a function of $p_{T}$ for different particle species and centralities in Pb--Pb collisions at $\sqrt{s_{\mathrm{NN}}} = 5.02$ TeV.
#: data_file: table_167.yaml
#: keyword phrases: Anisotropic flow
#: keyword reactions: Pb Pb
#: SQRT(S_NN) [TeV],5.02
#: ABS(ETA),< 0.8
#: CENTRALITY,40-50%
PT [GeV/c],$F(v_2)$,Stat +,Stat -,Syst +,Syst -
1.1,0.34519,0.11414,-0.11414,0.0048765,-0.0048765
1.7,0.24374,0.023603,-0.023603,0.0041069,-0.0041069
2.25,0.32829,0.027494,-0.027494,0.0069053,-0.0069053
2.75,0.3766,0.013733,-0.013733,0.0079214,-0.0079214
3.5,0.4371,0.014998,-0.014998,0.011671,-0.011671
5.0,0.50293,0.018438,-0.018438,0.013429,-0.013429

