#: table_doi: 10.17182/hepdata.133152.v1/t96
#: name: Table 96
#: description: The dependence of the mean value of $v_2$ ($\langle v_2 \rangle$) on $p_{T}$ for different particle species and centralities in Pb--Pb collisions at $\sqrt{s_{\mathrm{NN}}} = 5.02$ TeV.
#: data_file: table_96.yaml
#: keyword phrases: Anisotropic flow
#: keyword reactions: Pb Pb
#: SQRT(S_NN) [TeV],5.02
#: ABS(ETA),< 0.8
#: CENTRALITY,30-40%
PT [GeV/c],$\langle v_2 \rangle$,Stat +,Stat -,Syst +,Syst -
1.75,0.099969,0.0057927,-0.0057927,0.0013756,-0.0013756
2.5,0.17333,0.0040083,-0.0040083,0.0024905,-0.0024905
3.5,0.23256,0.0051817,-0.0051817,0.0033415,-0.0033415
5.0,0.27073,0.0084199,-0.0084199,0.0023854,-0.0023854

