#: table_doi: 10.17182/hepdata.133152.v1/t139
#: name: Table 139
#: description: The relative elliptic flow fluctuations ($F(v_2)$) as a function of $p_{T}$ for different particle species and centralities in Pb--Pb collisions at $\sqrt{s_{\mathrm{NN}}} = 5.02$ TeV.
#: data_file: table_139.yaml
#: keyword phrases: Anisotropic flow
#: keyword reactions: Pb Pb
#: SQRT(S_NN) [TeV],5.02
#: ABS(ETA),< 0.8
#: CENTRALITY,10-20%
PT [GeV/c],$F(v_2)$,Stat +,Stat -,Syst +,Syst -
0.45,0.43403,0.013935,-0.013935,0.02246,-0.02246
0.8,0.38017,0.0052453,-0.0052453,0.013741,-0.013741
1.25,0.35468,0.0028269,-0.0028269,0.013052,-0.013052
1.75,0.35233,0.0051502,-0.0051502,0.010158,-0.010158
2.25,0.35705,0.0044436,-0.0044436,0.010977,-0.010977
2.75,0.3587,0.0058562,-0.0058562,0.011688,-0.011688
3.5,0.35911,0.007333,-0.007333,0.011697,-0.011697
5.0,0.37225,0.037256,-0.037256,0.012125,-0.012125

