#: table_doi: 10.17182/hepdata.133152.v1/t87
#: name: Table 87
#: description: The dependence of the mean value of $v_2$ ($\langle v_2 \rangle$) on $p_{T}$ for different particle species and centralities in Pb--Pb collisions at $\sqrt{s_{\mathrm{NN}}} = 5.02$ TeV.
#: data_file: table_87.yaml
#: keyword phrases: Anisotropic flow
#: keyword reactions: Pb Pb
#: SQRT(S_NN) [TeV],5.02
#: ABS(ETA),< 0.8
#: CENTRALITY,20-30%
PT [GeV/c],$\langle v_2 \rangle$,Stat +,Stat -,Syst +,Syst -
1.1,0.029846,0.0018766,-0.0018766,0.00030953,-0.00030953
1.7,0.088834,0.0011722,-0.0011722,0.00028652,-0.00028652
2.25,0.1405,0.0013295,-0.0013295,0.0014571,-0.0014571
2.75,0.18268,0.0017987,-0.0017987,0.0018676,-0.0018676
3.5,0.21773,0.002031,-0.002031,0.0022066,-0.0022066
5.0,0.23617,0.0035612,-0.0035612,0.0010477,-0.0010477

