#: table_doi: 10.17182/hepdata.133152.v1/t158
#: name: Table 158
#: description: The relative elliptic flow fluctuations ($F(v_2)$) as a function of $p_{T}$ for different particle species and centralities in Pb--Pb collisions at $\sqrt{s_{\mathrm{NN}}} = 5.02$ TeV.
#: data_file: table_158.yaml
#: keyword phrases: Anisotropic flow
#: keyword reactions: Pb Pb
#: SQRT(S_NN) [TeV],5.02
#: ABS(ETA),< 0.8
#: CENTRALITY,30-40%
PT [GeV/c],$F(v_2)$,Stat +,Stat -,Syst +,Syst -
0.925,0.24473,0.056691,-0.056691,0.0053141,-0.0053141
1.5,0.30713,0.017502,-0.017502,0.0081467,-0.0081467
2.125,0.32419,0.0055605,-0.0055605,0.0090066,-0.0090066
2.75,0.35288,0.0062402,-0.0062402,0.0086363,-0.0086363
3.5,0.36461,0.010529,-0.010529,0.010297,-0.010297
5.0,0.4096,0.021125,-0.021125,0.011568,-0.011568

