#: table_doi: 10.17182/hepdata.133152.v1/t107
#: name: Table 107
#: description: The dependence of the standard deviation of $v_2$ ($\sigma_{v_2}$)  on $p_{T}$ for different particle species and centralities in Pb--Pb collisions at $\sqrt{s_{\mathrm{NN}}} = 5.02$ TeV.
#: data_file: table_107.yaml
#: keyword phrases: Anisotropic flow
#: keyword reactions: Pb Pb
#: SQRT(S_NN) [TeV],5.02
#: ABS(ETA),< 0.8
#: CENTRALITY,10-20%
PT [GeV/c],$\sigma_{v_2}$,Stat +,Stat -,Syst +,Syst -
0.45,0.0088167,0.00025009,-0.00025009,0.00052847,-0.00052847
0.8,0.017129,0.00022016,-0.00022016,0.00052519,-0.00052519
1.25,0.030456,0.00021556,-0.00021556,0.0010534,-0.0010534
1.75,0.041479,0.00059413,-0.00059413,0.001196,-0.001196
2.25,0.049654,0.0005981,-0.0005981,0.0013341,-0.0013341
2.75,0.053828,0.00091506,-0.00091506,0.0019709,-0.0019709
3.5,0.054603,0.0011412,-0.0011412,0.0019993,-0.0019993
5.0,0.047463,0.0047481,-0.0047481,0.0017378,-0.0017378

