#: table_doi: 10.17182/hepdata.133152.v1/t115
#: name: Table 115
#: description: The dependence of the standard deviation of $v_2$ ($\sigma_{v_2}$)  on $p_{T}$ for different particle species and centralities in Pb--Pb collisions at $\sqrt{s_{\mathrm{NN}}} = 5.02$ TeV.
#: data_file: table_115.yaml
#: keyword phrases: Anisotropic flow
#: keyword reactions: Pb Pb
#: SQRT(S_NN) [TeV],5.02
#: ABS(ETA),< 0.8
#: CENTRALITY,20-30%
PT [GeV/c],$\sigma_{v_2}$,Stat +,Stat -,Syst +,Syst -
0.45,0.010945,0.00031341,-0.00031341,0.00030593,-0.00030593
0.8,0.021235,0.00015787,-0.00015787,0.00038764,-0.00038764
1.25,0.03675,0.00034905,-0.00034905,0.0007336,-0.0007336
1.75,0.049968,0.00044129,-0.00044129,0.0010339,-0.0010339
2.25,0.06055,0.0010223,-0.0010223,0.0010271,-0.0010271
2.75,0.067314,0.0013128,-0.0013128,0.0018417,-0.0018417
3.5,0.068247,0.0012807,-0.0012807,0.0018672,-0.0018672
5.0,0.056701,0.0035843,-0.0035843,0.0015513,-0.0015513

