#: table_doi: 10.17182/hepdata.133152.v1/t176
#: name: Table 176
#: description: The ratio $v_2\{4\}/v_2\{2,|\Delta \eta| > 0.8\}$ as a function of $p_{T}$ for different particle species and centralities in Pb--Pb collisions at $\sqrt{s_{\mathrm{NN}}} = 5.02$ TeV.
#: data_file: table_176.yaml
#: keyword phrases: Anisotropic flow
#: keyword reactions: Pb Pb
#: SQRT(S_NN) [TeV],5.02
#: ABS(ETA),< 0.8
#: CENTRALITY,10-20%
PT [GeV/c],"$v_2\{\mathrm{4}\}/v_2\{\mathrm{2, |\Delta\eta|>0.8}\}$",Stat +,Stat -,Syst +,Syst -
1.75,0.72172,0.1608,-0.1608,0.034024,-0.034024
2.5,0.70995,0.037048,-0.037048,0.021031,-0.021031
3.5,0.86862,0.054453,-0.054453,0.04095,-0.04095
5.0,0.83426,0.087645,-0.087645,0.024714,-0.024714

