#: table_doi: 10.17182/hepdata.133152.v1/t112
#: name: Table 112
#: description: The dependence of the standard deviation of $v_2$ ($\sigma_{v_2}$)  on $p_{T}$ for different particle species and centralities in Pb--Pb collisions at $\sqrt{s_{\mathrm{NN}}} = 5.02$ TeV.
#: data_file: table_112.yaml
#: keyword phrases: Anisotropic flow
#: keyword reactions: Pb Pb
#: SQRT(S_NN) [TeV],5.02
#: ABS(ETA),< 0.8
#: CENTRALITY,10-20%
PT [GeV/c],$\sigma_{v_2}$,Stat +,Stat -,Syst +,Syst -
1.75,0.033591,0.013001,-0.013001,0.0039105,-0.0039105
2.5,0.062087,0.0043213,-0.0043213,0.00523,-0.00523
3.5,0.057389,0.012196,-0.012196,0.006681,-0.006681
5.0,0.070912,0.0209,-0.0209,0.0059733,-0.0059733

