#: table_doi: 10.17182/hepdata.133152.v1/t140
#: name: Table 140
#: description: The relative elliptic flow fluctuations ($F(v_2)$) as a function of $p_{T}$ for different particle species and centralities in Pb--Pb collisions at $\sqrt{s_{\mathrm{NN}}} = 5.02$ TeV.
#: data_file: table_140.yaml
#: keyword phrases: Anisotropic flow
#: keyword reactions: Pb Pb
#: SQRT(S_NN) [TeV],5.02
#: ABS(ETA),< 0.8
#: CENTRALITY,10-20%
PT [GeV/c],$F(v_2)$,Stat +,Stat -,Syst +,Syst -
0.75,0.41785,0.013152,-0.013152,0.030724,-0.030724
1.25,0.36089,0.0099533,-0.0099533,0.0085657,-0.0085657
1.75,0.35622,0.0054058,-0.0054058,0.013736,-0.013736
2.25,0.32444,0.0046601,-0.0046601,0.0078523,-0.0078523
2.75,0.33485,0.0090846,-0.0090846,0.005073,-0.005073
3.5,0.34981,0.0065088,-0.0065088,0.0088292,-0.0088292
5.0,0.37006,0.011966,-0.011966,0.0093402,-0.0093402

