#: table_doi: 10.17182/hepdata.133152.v1/t91
#: name: Table 91
#: description: The dependence of the mean value of $v_2$ ($\langle v_2 \rangle$) on $p_{T}$ for different particle species and centralities in Pb--Pb collisions at $\sqrt{s_{\mathrm{NN}}} = 5.02$ TeV.
#: data_file: table_91.yaml
#: keyword phrases: Anisotropic flow
#: keyword reactions: Pb Pb
#: SQRT(S_NN) [TeV],5.02
#: ABS(ETA),< 0.8
#: CENTRALITY,30-40%
PT [GeV/c],$\langle v_2 \rangle$,Stat +,Stat -,Syst +,Syst -
0.45,0.034467,0.0001554,-0.0001554,0.0014971,-0.0014971
0.8,0.07358,0.00016593,-0.00016593,0.00069319,-0.00069319
1.25,0.13567,0.00015885,-0.00015885,0.00096279,-0.00096279
1.75,0.17869,0.00018374,-0.00018374,0.00088506,-0.00088506
2.25,0.20266,0.00043175,-0.00043175,0.0010974,-0.0010974
2.75,0.21263,0.00073142,-0.00073142,0.0011931,-0.0011931
3.5,0.20695,0.00061707,-0.00061707,0.0011666,-0.0011666
5.0,0.17408,0.0011901,-0.0011901,0.00098132,-0.00098132

