#: table_doi: 10.17182/hepdata.133152.v1/t163
#: name: Table 163
#: description: The relative elliptic flow fluctuations ($F(v_2)$) as a function of $p_{T}$ for different particle species and centralities in Pb--Pb collisions at $\sqrt{s_{\mathrm{NN}}} = 5.02$ TeV.
#: data_file: table_163.yaml
#: keyword phrases: Anisotropic flow
#: keyword reactions: Pb Pb
#: SQRT(S_NN) [TeV],5.02
#: ABS(ETA),< 0.8
#: CENTRALITY,40-50%
PT [GeV/c],$F(v_2)$,Stat +,Stat -,Syst +,Syst -
0.45,0.40979,0.0098726,-0.0098726,0.026821,-0.026821
0.8,0.3614,0.006963,-0.006963,0.0074714,-0.0074714
1.25,0.36067,0.0034759,-0.0034759,0.00629,-0.00629
1.75,0.38594,0.0073198,-0.0073198,0.0078426,-0.0078426
2.25,0.42202,0.0028414,-0.0028414,0.0098119,-0.0098119
2.75,0.4431,0.015803,-0.015803,0.028433,-0.028433
3.5,0.48028,0.015159,-0.015159,0.030819,-0.030819
5.0,0.48189,0.059152,-0.059152,0.030922,-0.030922

