#: table_doi: 10.17182/hepdata.133152.v1/t157
#: name: Table 157
#: description: The relative elliptic flow fluctuations ($F(v_2)$) as a function of $p_{T}$ for different particle species and centralities in Pb--Pb collisions at $\sqrt{s_{\mathrm{NN}}} = 5.02$ TeV.
#: data_file: table_157.yaml
#: keyword phrases: Anisotropic flow
#: keyword reactions: Pb Pb
#: SQRT(S_NN) [TeV],5.02
#: ABS(ETA),< 0.8
#: CENTRALITY,30-40%
PT [GeV/c],$F(v_2)$,Stat +,Stat -,Syst +,Syst -
0.8,0.35059,0.026476,-0.026476,0.0025421,-0.0025421
1.3,0.3223,0.014313,-0.014313,0.0084684,-0.0084684
1.75,0.33954,0.0081981,-0.0081981,0.0104,-0.0104
2.25,0.33284,0.014045,-0.014045,0.012213,-0.012213
2.75,0.37795,0.025395,-0.025395,0.012878,-0.012878
3.5,0.37018,0.025697,-0.025697,0.0064539,-0.0064539
5.0,0.44987,0.042765,-0.042765,0.010848,-0.010848

