#: table_doi: 10.17182/hepdata.133152.v1/t131
#: name: Table 131
#: description: The dependence of the standard deviation of $v_2$ ($\sigma_{v_2}$)  on $p_{T}$ for different particle species and centralities in Pb--Pb collisions at $\sqrt{s_{\mathrm{NN}}} = 5.02$ TeV.
#: data_file: table_131.yaml
#: keyword phrases: Anisotropic flow
#: keyword reactions: Pb Pb
#: SQRT(S_NN) [TeV],5.02
#: ABS(ETA),< 0.8
#: CENTRALITY,40-50%
PT [GeV/c],$\sigma_{v_2}$,Stat +,Stat -,Syst +,Syst -
0.45,0.016349,0.00043289,-0.00043289,0.00054055,-0.00054055
0.8,0.030037,0.00056069,-0.00056069,0.00080196,-0.00080196
1.25,0.05232,0.00051071,-0.00051071,0.00095406,-0.00095406
1.75,0.071605,0.0012216,-0.0012216,0.0014063,-0.0014063
2.25,0.086952,0.00050688,-0.00050688,0.0015627,-0.0015627
2.75,0.093283,0.0028965,-0.0028965,0.0063726,-0.0063726
3.5,0.096846,0.0032885,-0.0032885,0.006616,-0.006616
5.0,0.079385,0.009544,-0.009544,0.0054232,-0.0054232

