#: table_doi: 10.17182/hepdata.133152.v1/t143
#: name: Table 143
#: description: The relative elliptic flow fluctuations ($F(v_2)$) as a function of $p_{T}$ for different particle species and centralities in Pb--Pb collisions at $\sqrt{s_{\mathrm{NN}}} = 5.02$ TeV.
#: data_file: table_143.yaml
#: keyword phrases: Anisotropic flow
#: keyword reactions: Pb Pb
#: SQRT(S_NN) [TeV],5.02
#: ABS(ETA),< 0.8
#: CENTRALITY,10-20%
PT [GeV/c],$F(v_2)$,Stat +,Stat -,Syst +,Syst -
1.1,0.37565,0.33267,-0.33267,0.013126,-0.013126
1.7,0.42085,0.05823,-0.05823,0.018283,-0.018283
2.25,0.34912,0.031967,-0.031967,0.012907,-0.012907
2.75,0.30222,0.033237,-0.033237,0.0098201,-0.0098201
3.5,0.38437,0.018939,-0.018939,0.01421,-0.01421
5.0,0.41547,0.033793,-0.033793,0.018049,-0.018049

