#: table_doi: 10.17182/hepdata.133152.v1/t133
#: name: Table 133
#: description: The dependence of the standard deviation of $v_2$ ($\sigma_{v_2}$)  on $p_{T}$ for different particle species and centralities in Pb--Pb collisions at $\sqrt{s_{\mathrm{NN}}} = 5.02$ TeV.
#: data_file: table_133.yaml
#: keyword phrases: Anisotropic flow
#: keyword reactions: Pb Pb
#: SQRT(S_NN) [TeV],5.02
#: ABS(ETA),< 0.8
#: CENTRALITY,40-50%
PT [GeV/c],$\sigma_{v_2}$,Stat +,Stat -,Syst +,Syst -
0.8,0.044733,0.0032421,-0.0032421,0.0,-0.0
1.3,0.05252,0.0035561,-0.0035561,0.00092888,-0.00092888
1.75,0.068609,0.0024816,-0.0024816,0.001531,-0.001531
2.25,0.086424,0.0027278,-0.0027278,0.0019286,-0.0019286
2.75,0.090668,0.0041462,-0.0041462,0.0013603,-0.0013603
3.5,0.093082,0.0058334,-0.0058334,0.0042001,-0.0042001
5.0,0.077783,0.0086492,-0.0086492,0.0017358,-0.0017358

