#: table_doi: 10.17182/hepdata.133152.v1/t187
#: name: Table 187
#: description: The ratio $v_2\{4\}/v_2\{2,|\Delta \eta| > 0.8\}$ as a function of $p_{T}$ for different particle species and centralities in Pb--Pb collisions at $\sqrt{s_{\mathrm{NN}}} = 5.02$ TeV.
#: data_file: table_187.yaml
#: keyword phrases: Anisotropic flow
#: keyword reactions: Pb Pb
#: SQRT(S_NN) [TeV],5.02
#: ABS(ETA),< 0.8
#: CENTRALITY,30-40%
PT [GeV/c],"$v_2\{\mathrm{4}\}/v_2\{\mathrm{2, |\Delta\eta|>0.8}\}$",Stat +,Stat -,Syst +,Syst -
0.45,0.8536,0.0082795,-0.0082795,0.015487,-0.015487
0.8,0.88635,0.0022742,-0.0022742,0.0057077,-0.0057077
1.25,0.89477,0.0021755,-0.0021755,0.0037772,-0.0037772
1.75,0.88734,0.0031043,-0.0031043,0.0022974,-0.0022974
2.25,0.87136,0.002934,-0.002934,0.0050152,-0.0050152
2.75,0.86245,0.0056152,-0.0056152,0.0088091,-0.0088091
3.5,0.84903,0.0097712,-0.0097712,0.0092555,-0.0092555
5.0,0.8375,0.018003,-0.018003,0.0091298,-0.0091298

