#: table_doi: 10.17182/hepdata.133152.v1/t92
#: name: Table 92
#: description: The dependence of the mean value of $v_2$ ($\langle v_2 \rangle$) on $p_{T}$ for different particle species and centralities in Pb--Pb collisions at $\sqrt{s_{\mathrm{NN}}} = 5.02$ TeV.
#: data_file: table_92.yaml
#: keyword phrases: Anisotropic flow
#: keyword reactions: Pb Pb
#: SQRT(S_NN) [TeV],5.02
#: ABS(ETA),< 0.8
#: CENTRALITY,30-40%
PT [GeV/c],$\langle v_2 \rangle$,Stat +,Stat -,Syst +,Syst -
0.75,0.03045,8.5264e-05,-8.5264e-05,0.0014428,-0.0014428
1.25,0.076556,0.00021753,-0.00021753,0.0012715,-0.0012715
1.75,0.1464,0.0003178,-0.0003178,0.0015964,-0.0015964
2.25,0.20361,0.00026226,-0.00026226,0.0015767,-0.0015767
2.75,0.24154,0.0003791,-0.0003791,0.0014111,-0.0014111
3.5,0.26637,0.00068599,-0.00068599,0.0020323,-0.0020323
5.0,0.26726,0.0012045,-0.0012045,0.0020391,-0.0020391

