#: table_doi: 10.17182/hepdata.133152.v1/t199
#: name: Table 199
#: description: The ratio $v_2\{4\}/v_2\{2,|\Delta \eta| > 0.8\}$ as a function of $p_{T}$ for different particle species and centralities in Pb--Pb collisions at $\sqrt{s_{\mathrm{NN}}} = 5.02$ TeV.
#: data_file: table_199.yaml
#: keyword phrases: Anisotropic flow
#: keyword reactions: Pb Pb
#: SQRT(S_NN) [TeV],5.02
#: ABS(ETA),< 0.8
#: CENTRALITY,40-50%
PT [GeV/c],"$v_2\{\mathrm{4}\}/v_2\{\mathrm{2, |\Delta\eta|>0.8}\}$",Stat +,Stat -,Syst +,Syst -
1.1,0.88738,0.07126,-0.07126,0.0028082,-0.0028082
1.7,0.94226,0.010896,-0.010896,0.0038722,-0.0038722
2.25,0.89746,0.016416,-0.016416,0.004536,-0.004536
2.75,0.86694,0.0091563,-0.0091563,0.0043817,-0.0043817
3.5,0.82413,0.011217,-0.011217,0.0063005,-0.0063005
5.0,0.77218,0.015318,-0.015318,0.0059034,-0.0059034

