#: table_doi: 10.17182/hepdata.133152.v1/t172
#: name: Table 172
#: description: The ratio $v_2\{4\}/v_2\{2,|\Delta \eta| > 0.8\}$ as a function of $p_{T}$ for different particle species and centralities in Pb--Pb collisions at $\sqrt{s_{\mathrm{NN}}} = 5.02$ TeV.
#: data_file: table_172.yaml
#: keyword phrases: Anisotropic flow
#: keyword reactions: Pb Pb
#: SQRT(S_NN) [TeV],5.02
#: ABS(ETA),< 0.8
#: CENTRALITY,10-20%
PT [GeV/c],"$v_2\{\mathrm{4}\}/v_2\{\mathrm{2, |\Delta\eta|>0.8}\}$",Stat +,Stat -,Syst +,Syst -
0.75,0.83827,0.0089869,-0.0089869,0.022058,-0.022058
1.25,0.87723,0.0069956,-0.0069956,0.0070544,-0.0070544
1.75,0.88022,0.0033939,-0.0033939,0.0090212,-0.0090212
2.25,0.89974,0.0026746,-0.0026746,0.0050237,-0.0050237
2.75,0.89351,0.0054673,-0.0054673,0.0043255,-0.0043255
3.5,0.88428,0.0042202,-0.0042202,0.0061625,-0.0061625
5.0,0.87127,0.0084212,-0.0084212,0.0060718,-0.0060718

