#: table_doi: 10.17182/hepdata.84717.v1/t71
#: name: Table 70
#: description: anisotropic flow as a function of transverse momentum for Pb-Pb collisions at sqNN =  5.02 TeV.
#: data_file: grV2K0_1.yaml
#: keyword reactions: Pb Pb --> K0S
#: keyword observables: grV2K0_1
#: keyword cmenergies: 5020.0
#: keyword phrases: Anisotropic Flow
#: RE,,,Pb Pb --> K0S
#: SQRT(S) [GEV],,,5020
#: ABS(Y),,,< 0.5 (LAB)
#: CENTRALITY,,,5-10%
PT [GEV],PT [GEV] LOW,PT [GEV] HIGH,K0S_v2_510,stat +,stat -,sys +,sys -
0.65,0.5,0.8,0.0222185,0.000821318,-0.000821318,0.004520496,-0.004520496
0.9500000000000001,0.8,1.1,0.0412279,0.000473193,-0.000473193,0.003331804,-0.003331804
1.25,1.1,1.4,0.059979,0.00044171,-0.00044171,0.002506263,-0.002506263
1.5499999999999998,1.4,1.7,0.0743629,0.00052606,-0.00052606,0.002241959,-0.002241959
1.85,1.7,2.0,0.0884648,0.000688883,-0.000688883,0.00293599,-0.00293599
2.25,2.0,2.5,0.100595,0.000782787,-0.000782787,0.002836801,-0.002836801
2.75,2.5,3.0,0.107532,0.00126583,-0.00126583,0.003400429,-0.003400429
3.25,3.0,3.5,0.111922,0.00198011,-0.00198011,0.008869604,-0.008869604
3.75,3.5,4.0,0.103298,0.00297623,-0.00297623,0.003959846,-0.003959846
4.5,4.0,5.0,0.0953008,0.003458,-0.003458,0.01031495,-0.01031495
5.5,5.0,6.0,0.0696767,0.00603493,-0.00603493,0.01696311,-0.01696311
7.0,6.0,8.0,0.0584357,0.00787467,-0.00787467,0.01422644,-0.01422644
9.0,8.0,10.0,0.0314737,0.0160591,-0.0160591,0.007662415,-0.007662415

