#: table_doi: 10.17182/hepdata.84717.v1/t23
#: name: Table 22
#: description: anisotropic flow as a function of transverse momentum for Pb-Pb collisions at sqNN =  5.02 TeV.
#: data_file: grV4Pin_5.yaml
#: keyword reactions: Pb Pb --> CH_PIONS
#: keyword observables: grV4Pin_5
#: keyword cmenergies: 5020.0
#: keyword phrases: Anisotropic Flow
#: RE,,,Pb Pb --> CH_PIONS
#: SQRT(S) [GEV],,,5020
#: ABS(Y),,,< 0.5 (LAB)
#: CENTRALITY,,,40-50%
PT [GEV],PT [GEV] LOW,PT [GEV] HIGH,CH_PIONS_v4_4050,stat +,stat -,sys +,sys -
0.55,0.5,0.6,0.0095207314,0.0011932504,-0.0011932504,0.0010526761,-0.0010526761
0.6499999999999999,0.6,0.7,0.0141070761,0.0012608081,-0.0012608081,0.0015597731,-0.0015597731
0.75,0.7,0.8,0.0201559262,0.0013957162,-0.0013957162,0.0022285747,-0.0022285747
0.8500000000000001,0.8,0.9,0.0196148155,0.0015513652,-0.0015513652,0.0020313412,-0.0020313412
0.95,0.9,1.0,0.025954968,0.0017368618,-0.0017368618,0.0026879373,-0.0026879373
1.125,1.0,1.25,0.0343955827,0.0013335511,-0.0013335511,0.0035620606,-0.0035620606
1.375,1.25,1.5,0.0448025465,0.0017833864,-0.0017833864,0.0046398252,-0.0046398252
1.625,1.5,1.75,0.0544584106,0.0023608973,-0.0023608973,0.005639862,-0.005639862
1.875,1.75,2.0,0.0614969832,0.003071429,-0.003071429,0.0063919167,-0.0063919167
2.125,2.0,2.25,0.0693172698,0.0039671052,-0.0039671052,0.007211995,-0.007211995
2.375,2.25,2.5,0.0670381449,0.0050421419,-0.0050421419,0.0069748674,-0.0069748674
2.625,2.5,2.75,0.0762311047,0.0063001572,-0.0063001572,0.007931333,-0.007931333
2.875,2.75,3.0,0.0741353724,0.0077859996,-0.0077859996,0.0077132861,-0.0077132861
3.125,3.0,3.25,0.0783423756,0.0094868711,-0.0094868711,0.0081509965,-0.0081509965
3.375,3.25,3.5,0.0927682036,0.0114627181,-0.0114627181,0.0096519067,-0.0096519067
3.625,3.5,3.75,0.0636797184,0.0137157222,-0.0137157222,0.0066254458,-0.0066254458
3.875,3.75,4.0,0.0697114067,0.016185839,-0.016185839,0.0072530023,-0.0072530023
4.25,4.0,4.5,0.0504751342,0.0165525996,-0.0165525996,0.0058320082,-0.0058320082
4.75,4.5,5.0,0.0511203064,0.0223975752,-0.0223975752,0.0059065528,-0.0059065528
5.5,5.0,6.0,0.062579665,0.0228559189,-0.0228559189,0.0072305923,-0.0072305923

