#: table_doi: 10.17182/hepdata.84717.v1/t62
#: name: Table 61
#: description: anisotropic flow as a function of transverse momentum for Pb-Pb collisions at sqNN =  5.02 TeV.
#: data_file: grV3Pn_5.yaml
#: keyword reactions: Pb Pb --> PROTONS
#: keyword observables: grV3Pn_5
#: keyword cmenergies: 5020.0
#: keyword phrases: Anisotropic Flow
#: RE,,,Pb Pb --> PROTONS
#: SQRT(S) [GEV],,,5020
#: ABS(Y),,,< 0.5 (LAB)
#: CENTRALITY,,,40-50%
PT [GEV],PT [GEV] LOW,PT [GEV] HIGH,PROTONS_v3_4050,stat +,stat -,sys +,sys -
0.75,0.7,0.8,-0.0025352131,0.0036266779,-0.0036266779,0.0001957268,-0.0001957268
0.8500000000000001,0.8,0.9,0.017859742,0.0033868865,-0.0033868865,0.0011149871,-0.0011149871
0.95,0.9,1.0,0.0205857763,0.0033068885,-0.0033068885,0.0011323969,-0.0011323969
1.125,1.0,1.25,0.0271327756,0.0021150457,-0.0021150457,0.0013028468,-0.0013028468
1.375,1.25,1.5,0.0393898972,0.0023095123,-0.0023095123,0.0018843775,-0.0018843775
1.625,1.5,1.75,0.0586625523,0.0026433977,-0.0026433977,0.0026360735,-0.0026360735
1.875,1.75,2.0,0.0768160076,0.0030723897,-0.0030723897,0.0031663718,-0.0031663718
2.125,2.0,2.25,0.098894558,0.002495291,-0.002495291,0.0047970688,-0.0047970688
2.375,2.25,2.5,0.1141430095,0.0030069632,-0.0030069632,0.0049731117,-0.0049731117
2.625,2.5,2.75,0.120945165,0.0036306396,-0.0036306396,0.0060189152,-0.0060189152
2.875,2.75,3.0,0.1328918879,0.0043919814,-0.0043919814,0.0060650522,-0.0060650522
3.125,3.0,3.25,0.1334270507,0.0053397489,-0.0053397489,0.005654546,-0.005654546
3.375,3.25,3.5,0.1408100126,0.006512176,-0.006512176,0.0069838034,-0.0069838034
3.625,3.5,3.75,0.1463704359,0.0079054553,-0.0079054553,0.0076120936,-0.0076120936
3.875,3.75,4.0,0.131499253,0.0096219373,-0.0096219373,0.0070523462,-0.0070523462
4.25,4.0,4.5,0.1468638586,0.0164316791,-0.0164316791,0.0106159306,-0.0106159306
4.75,4.5,5.0,0.1362398254,0.0211536558,-0.0211536558,0.0098479813,-0.0098479813
5.5,5.0,6.0,0.1367318242,0.0216840612,-0.0216840612,0.009883545,-0.009883545
6.5,6.0,7.0,0.0670588675,0.0345427869,-0.0345427869,0.0048472939,-0.0048472939
8.0,7.0,9.0,0.0543671598,0.0414613791,-0.0414613791,0.0039298845,-0.0039298845
10.5,9.0,12.0,0.0772307091,0.067378897,-0.067378897,0.0055825569,-0.0055825569

