#: table_doi: 10.17182/hepdata.84717.v1/t48
#: name: Table 47
#: description: anisotropic flow as a function of transverse momentum for Pb-Pb collisions at sqNN =  5.02 TeV.
#: data_file: grV2Pn_0.yaml
#: keyword reactions: Pb Pb --> PROTONS
#: keyword observables: grV2Pn_0
#: keyword cmenergies: 5020.0
#: keyword phrases: Anisotropic Flow
#: RE,,,Pb Pb --> PROTONS
#: SQRT(S) [GEV],,,5020
#: ABS(Y),,,< 0.5 (LAB)
#: CENTRALITY,,,0-5%
PT [GEV],PT [GEV] LOW,PT [GEV] HIGH,PROTONS_v2_05,stat +,stat -,sys +,sys -
0.75,0.7,0.8,0.0050662998,0.0010706562,-0.0010706562,0.0007751659,-0.0007751659
0.8500000000000001,0.8,0.9,0.0061596751,0.0009809812,-0.0009809812,0.0007270179,-0.0007270179
0.95,0.9,1.0,0.0086290823,0.0009343801,-0.0009343801,0.0010144713,-0.0010144713
1.125,1.0,1.25,0.0124750745,0.0005664586,-0.0005664586,0.001223423,-0.001223423
1.375,1.25,1.5,0.0211053126,0.0005719291,-0.0005719291,0.0015706729,-0.0015706729
1.625,1.5,1.75,0.0300256567,0.0006126956,-0.0006126956,0.0019809994,-0.0019809994
1.875,1.75,2.0,0.0416825571,0.0006767514,-0.0006767514,0.0023904673,-0.0023904673
2.125,2.0,2.25,0.050404484,0.0005278992,-0.0005278992,0.002760397,-0.002760397
2.375,2.25,2.5,0.0580139126,0.0006195446,-0.0006195446,0.0033091816,-0.0033091816
2.625,2.5,2.75,0.0661502803,0.0007397451,-0.0007397451,0.0025160467,-0.0025160467
2.875,2.75,3.0,0.0727983376,0.0008933009,-0.0008933009,0.0026393943,-0.0026393943
3.125,3.0,3.25,0.0770876228,0.0010960491,-0.0010960491,0.0031258975,-0.0031258975
3.375,3.25,3.5,0.07857063,0.0013561974,-0.0013561974,0.0028320422,-0.0028320422
3.625,3.5,3.75,0.0842388508,0.0016874366,-0.0016874366,0.003749835,-0.003749835
3.875,3.75,4.0,0.0787056063,0.0021020382,-0.0021020382,0.0027614718,-0.0027614718
4.25,4.0,4.5,0.0798112982,0.002487426,-0.002487426,0.0055867909,-0.0055867909
4.75,4.5,5.0,0.0706639127,0.0035316549,-0.0035316549,0.0049464739,-0.0049464739
5.5,5.0,6.0,0.0704921206,0.0039701884,-0.0039701884,0.0049344484,-0.0049344484
6.5,6.0,7.0,0.0555334698,0.0070210717,-0.0070210717,0.0038873429,-0.0038873429
8.0,7.0,9.0,0.0443581115,0.0088970944,-0.0088970944,0.0031050678,-0.0031050678
10.5,9.0,12.0,0.0184715213,0.0144515158,-0.0144515158,0.0012930065,-0.0012930065
14.0,12.0,16.0,-0.0226628246,0.0249887216,-0.0249887216,0.0015863977,-0.0015863977

