#: table_doi: 10.17182/hepdata.84717.v1/t11
#: name: Table 10
#: description: anisotropic flow as a function of transverse momentum for Pb-Pb collisions at sqNN =  5.02 TeV.
#: data_file: grV3Pin_0.yaml
#: keyword reactions: Pb Pb --> CH_PIONS
#: keyword observables: grV3Pin_0
#: keyword cmenergies: 5020.0
#: keyword phrases: Anisotropic Flow
#: RE,,,Pb Pb --> CH_PIONS
#: SQRT(S) [GEV],,,5020
#: ABS(Y),,,< 0.5 (LAB)
#: CENTRALITY,,,0-5%
PT [GEV],PT [GEV] LOW,PT [GEV] HIGH,CH_PIONS_v3_05,stat +,stat -,sys +,sys -
0.55,0.5,0.6,0.0143657687,0.0001786179,-0.0001786179,0.000849609,-0.000849609
0.6499999999999999,0.6,0.7,0.0184063171,0.0001821874,-0.0001821874,0.001001107,-0.001001107
0.75,0.7,0.8,0.0222307375,0.000196615,-0.000196615,0.0011524521,-0.0011524521
0.8500000000000001,0.8,0.9,0.0263405764,0.0002152929,-0.0002152929,0.0012193868,-0.0012193868
0.95,0.9,1.0,0.0303181534,0.0002388264,-0.0002388264,0.0013504005,-0.0013504005
1.125,1.0,1.25,0.0368640962,0.0001820487,-0.0001820487,0.0011659091,-0.0011659091
1.375,1.25,1.5,0.0462492993,0.0002405642,-0.0002405642,0.0014334458,-0.0014334458
1.625,1.5,1.75,0.0557646209,0.0003174759,-0.0003174759,0.0017162557,-0.0017162557
1.875,1.75,2.0,0.0630810079,0.0004167742,-0.0004167742,0.0019237409,-0.0019237409
2.125,2.0,2.25,0.0708056503,0.0005479599,-0.0005479599,0.0021972978,-0.0021972978
2.375,2.25,2.5,0.0763387442,0.0007142679,-0.0007142679,0.0023867602,-0.0023867602
2.625,2.5,2.75,0.0810805077,0.0009222074,-0.0009222074,0.0025402963,-0.0025402963
2.875,2.75,3.0,0.0818893543,0.0011783745,-0.0011783745,0.0025282378,-0.0025282378
3.125,3.0,3.25,0.0811449085,0.0014925329,-0.0014925329,0.0025250129,-0.0025250129
3.375,3.25,3.5,0.0834085651,0.0018721145,-0.0018721145,0.0026382359,-0.0026382359
3.625,3.5,3.75,0.0815056676,0.0023174372,-0.0023174372,0.0025469023,-0.0025469023
3.875,3.75,4.0,0.0821587235,0.0028400217,-0.0028400217,0.0028444591,-0.0028444591
4.25,4.0,4.5,0.0759517691,0.0034706941,-0.0034706941,0.0050093631,-0.0050093631
4.75,4.5,5.0,0.063899193,0.0048998346,-0.0048998346,0.0042144411,-0.0042144411
5.5,5.0,6.0,0.0420852147,0.005202872,-0.005202872,0.0027757105,-0.0027757105
6.5,6.0,7.0,0.0257581953,0.0082075072,-0.0082075072,0.0016988696,-0.0016988696
8.0,7.0,9.0,0.0264398231,0.0095545751,-0.0095545751,0.0017438261,-0.0017438261
10.5,9.0,12.0,0.0244544701,0.0146195677,-0.0146195677,0.001612883,-0.001612883

