#: table_doi: 10.17182/hepdata.84717.v1/t9
#: name: Table 8
#: description: anisotropic flow as a function of transverse momentum for Pb-Pb collisions at sqNN =  5.02 TeV.
#: data_file: grV2Pin_7.yaml
#: keyword reactions: Pb Pb --> CH_PIONS
#: keyword observables: grV2Pin_7
#: keyword cmenergies: 5020.0
#: keyword phrases: Anisotropic Flow
#: RE,,,Pb Pb --> CH_PIONS
#: SQRT(S) [GEV],,,5020
#: ABS(Y),,,< 0.5 (LAB)
#: CENTRALITY,,,60-70%
PT [GEV],PT [GEV] LOW,PT [GEV] HIGH,CH_PIONS_v2_6070,stat +,stat -,sys +,sys -
0.55,0.5,0.6,0.0875846221,0.0004456303,-0.0004456303,0.0034453734,-0.0034453734
0.6499999999999999,0.6,0.7,0.1038804261,0.0004770139,-0.0004770139,0.0041501282,-0.0041501282
0.75,0.7,0.8,0.1197930282,0.0005340215,-0.0005340215,0.0048123581,-0.0048123581
0.8500000000000001,0.8,0.9,0.1316372412,0.0005987191,-0.0005987191,0.005236132,-0.005236132
0.95,0.9,1.0,0.1454995208,0.0006744907,-0.0006744907,0.0057252624,-0.0057252624
1.125,1.0,1.25,0.1609597617,0.0005218071,-0.0005218071,0.0065148397,-0.0065148397
1.375,1.25,1.5,0.1794971854,0.0007031099,-0.0007031099,0.0071483472,-0.0071483472
1.625,1.5,1.75,0.1914630756,0.0009306458,-0.0009306458,0.0083467934,-0.0083467934
1.875,1.75,2.0,0.1969287376,0.0012064775,-0.0012064775,0.0077531751,-0.0077531751
2.125,2.0,2.25,0.1961654089,0.001541293,-0.001541293,0.0077752396,-0.0077752396
2.375,2.25,2.5,0.1954892147,0.0019337731,-0.0019337731,0.0083046664,-0.0083046664
2.625,2.5,2.75,0.193252802,0.0023837321,-0.0023837321,0.0083305798,-0.0083305798
2.875,2.75,3.0,0.1939813196,0.0028944379,-0.0028944379,0.0077625642,-0.0077625642
3.125,3.0,3.25,0.1871812943,0.0034857014,-0.0034857014,0.0083583859,-0.0083583859
3.375,3.25,3.5,0.1758137882,0.0041412516,-0.0041412516,0.007149572,-0.007149572
3.625,3.5,3.75,0.1763515841,0.0048685472,-0.0048685472,0.0084040349,-0.0084040349
3.875,3.75,4.0,0.1653708122,0.0056834871,-0.0056834871,0.0085339459,-0.0085339459
4.25,4.0,4.5,0.1626845766,0.0054567337,-0.0054567337,0.0096245497,-0.0096245497
4.75,4.5,5.0,0.1587025038,0.007207538,-0.007207538,0.0093889671,-0.0093889671
5.5,5.0,6.0,0.1401711083,0.0073240516,-0.0073240516,0.0082926349,-0.0082926349
6.5,6.0,7.0,0.0981201544,0.0114201273,-0.0114201273,0.0058048668,-0.0058048668
8.0,7.0,9.0,0.1115896438,0.0133508115,-0.0133508115,0.0066017326,-0.0066017326
10.5,9.0,12.0,0.1054859629,0.0217823142,-0.0217823142,0.006240634,-0.006240634
14.0,12.0,16.0,0.0965065798,0.0395732685,-0.0395732685,0.0057094065,-0.0057094065

