#: table_doi: 10.17182/hepdata.104923.v1/t17
#: name: Table 17
#: description: $p_{T}$-dependent nuclear modification factor of protons ($p+pbar$) measured in Pb-Pb collisions at $\sqrt{s_{NN}}$ = 5.02 TeV.
#: data_file: table_17.yaml
#: keyword reactions: PB PB --> P X | PB PB --> PBAR X | P P --> P X | P P --> PBAR X
#: keyword observables: RATIO
#: keyword cmenergies: 5020.0
#: keyword phrases: Inclusive | Differential Distribution | Transverse Momentum Dependence
#: CENTRALITY [pct],,,0-5
#: RE (PBPB),,,PB PB --> P X, PB PB --> PBAR X
#: RE (PP),,,P P --> P X, P P --> PBAR X
#: SQRT(S)/NUCLEON [GeV],,,5020.0
#: YRAP,,,-0.5-0.5
$p_{T}$ [$GeV/c$],$p_{T}$ [$GeV/c$] LOW,$p_{T}$ [$GeV/c$] HIGH,RAA,stat. +,stat. -,syst. +,syst. -
7.5,7.0,8.0,0.37944,0.017021,-0.017021,0.054599,-0.054599
9.0,8.0,10.0,0.38881,0.018971,-0.018971,0.043253,-0.043253
11.0,10.0,12.0,0.37625,0.030537,-0.030537,0.041956,-0.041956
13.5,12.0,15.0,0.49352,0.061974,-0.061974,0.045436,-0.045436
17.5,15.0,20.0,0.39911,0.069235,-0.069235,0.036767,-0.036767

#: CENTRALITY [pct],,,50-60
#: RE (PBPB),,,PB PB --> P X, PB PB --> PBAR X
#: RE (PP),,,P P --> P X, P P --> PBAR X
#: SQRT(S)/NUCLEON [GeV],,,5020.0
#: YRAP,,,-0.5-0.5
$p_{T}$ [$GeV/c$],$p_{T}$ [$GeV/c$] LOW,$p_{T}$ [$GeV/c$] HIGH,RAA,stat. +,stat. -,syst. +,syst. -
0.32499999999999996,0.3,0.35,0.20864,0.0079453,-0.0079453,0.024309,-0.024309
0.375,0.35,0.4,0.22173,0.0066752,-0.0066752,0.022857,-0.022857
0.42500000000000004,0.4,0.45,0.23321,0.0060912,-0.0060912,0.021427,-0.021427
0.475,0.45,0.5,0.248,0.002215,-0.002215,0.015356,-0.015356
0.525,0.5,0.55,0.26324,0.003193,-0.003193,0.014097,-0.014097
0.575,0.55,0.6,0.28222,0.0032194,-0.0032194,0.013037,-0.013037
0.625,0.6,0.65,0.28856,0.0032683,-0.0032683,0.014586,-0.014586
0.675,0.65,0.7,0.29636,0.0021705,-0.0021705,0.022965,-0.022965
0.725,0.7,0.75,0.33097,0.0024879,-0.0024879,0.028523,-0.028523
0.775,0.75,0.8,0.34308,0.0027082,-0.0027082,0.039613,-0.039613
0.825,0.8,0.85,0.37034,0.0036912,-0.0036912,0.021591,-0.021591
0.875,0.85,0.9,0.39018,0.0040821,-0.0040821,0.021433,-0.021433
0.925,0.9,0.95,0.43399,0.0047098,-0.0047098,0.023234,-0.023234
0.975,0.95,1.0,0.44481,0.0051118,-0.0051118,0.024458,-0.024458
1.05,1.0,1.1,0.47597,0.0041667,-0.0041667,0.024592,-0.024592
1.15,1.1,1.2,0.53611,0.0051947,-0.0051947,0.028139,-0.028139
1.25,1.2,1.3,0.60681,0.0064771,-0.0064771,0.031967,-0.031967
1.35,1.3,1.4,0.65833,0.0076367,-0.0076367,0.036216,-0.036216
1.45,1.4,1.5,0.70118,0.0088911,-0.0088911,0.037337,-0.037337
1.55,1.5,1.6,0.74231,0.0095921,-0.0095921,0.036636,-0.036636
1.65,1.6,1.7,0.7739,0.010379,-0.010379,0.03701,-0.03701
1.75,1.7,1.8,0.80389,0.011449,-0.011449,0.037857,-0.037857
1.85,1.8,1.9,0.85168,0.012866,-0.012866,0.039971,-0.039971
1.95,1.9,2.0,0.84528,0.013397,-0.013397,0.039799,-0.039799
2.1,2.0,2.2,0.89218,0.011587,-0.011587,0.04305,-0.04305
2.3,2.2,2.4,0.9135,0.013272,-0.013272,0.044671,-0.044671
2.5,2.4,2.6,0.90925,0.015078,-0.015078,0.0424,-0.0424
2.7,2.6,2.8,0.86857,0.016286,-0.016286,0.04021,-0.04021
2.9,2.8,3.0,0.90391,0.019669,-0.019669,0.042543,-0.042543
3.1,3.0,3.2,0.84485,0.020713,-0.020713,0.040067,-0.040067
3.3,3.2,3.4,0.80607,0.023675,-0.023675,0.04199,-0.04199
3.5,3.4,3.6,0.78439,0.028563,-0.028563,0.046727,-0.046727
3.7,3.6,3.8,0.78476,0.03136,-0.03136,0.05359,-0.05359
3.9,3.8,4.0,0.69467,0.028985,-0.028985,0.047442,-0.047442
4.25,4.0,4.5,0.71207,0.034106,-0.034106,0.053878,-0.053878
4.75,4.5,5.0,0.66338,0.040344,-0.040344,0.063012,-0.063012
5.25,5.0,5.5,0.60491,0.041958,-0.041958,0.060885,-0.060885
5.75,5.5,6.0,0.58892,0.0475,-0.0475,0.062277,-0.062277
6.5,6.0,7.0,0.51375,0.015876,-0.015876,0.053257,-0.053257
7.5,7.0,8.0,0.4875,0.023405,-0.023405,0.069984,-0.069984
9.0,8.0,10.0,0.50027,0.025531,-0.025531,0.055677,-0.055677
11.0,10.0,12.0,0.46391,0.03893,-0.03893,0.051724,-0.051724
13.5,12.0,15.0,0.61499,0.078846,-0.078846,0.056659,-0.056659
17.5,15.0,20.0,0.49866,0.089108,-0.089108,0.045838,-0.045838

#: CENTRALITY [pct],,,60-70
#: RE (PBPB),,,PB PB --> P X, PB PB --> PBAR X
#: RE (PP),,,P P --> P X, P P --> PBAR X
#: SQRT(S)/NUCLEON [GeV],,,5020.0
#: YRAP,,,-0.5-0.5
$p_{T}$ [$GeV/c$],$p_{T}$ [$GeV/c$] LOW,$p_{T}$ [$GeV/c$] HIGH,RAA,stat. +,stat. -,syst. +,syst. -
0.32499999999999996,0.3,0.35,0.29059,0.014154,-0.014154,0.033331,-0.033331
0.375,0.35,0.4,0.33144,0.013931,-0.013931,0.033422,-0.033422
0.42500000000000004,0.4,0.45,0.33333,0.011689,-0.011689,0.029809,-0.029809
0.475,0.45,0.5,0.35041,0.0048723,-0.0048723,0.023125,-0.023125
0.525,0.5,0.55,0.36593,0.00599,-0.00599,0.02173,-0.02173
0.575,0.55,0.6,0.38579,0.0063518,-0.0063518,0.02051,-0.02051
0.625,0.6,0.65,0.39674,0.0049073,-0.0049073,0.024626,-0.024626
0.675,0.65,0.7,0.39916,0.0035621,-0.0035621,0.034023,-0.034023
0.725,0.7,0.75,0.44026,0.0040397,-0.0040397,0.048026,-0.048026
0.775,0.75,0.8,0.45693,0.0044175,-0.0044175,0.051526,-0.051526
0.825,0.8,0.85,0.48385,0.0063682,-0.0063682,0.031786,-0.031786
0.875,0.85,0.9,0.5042,0.0070212,-0.0070212,0.03151,-0.03151
0.925,0.9,0.95,0.55385,0.0080419,-0.0080419,0.034919,-0.034919
0.975,0.95,1.0,0.57012,0.0088681,-0.0088681,0.035856,-0.035856
1.05,1.0,1.1,0.58439,0.0069866,-0.0069866,0.03469,-0.03469
1.15,1.1,1.2,0.62958,0.0082492,-0.0082492,0.038116,-0.038116
1.25,1.2,1.3,0.67852,0.0097218,-0.0097218,0.041624,-0.041624
1.35,1.3,1.4,0.72582,0.011282,-0.011282,0.046427,-0.046427
1.45,1.4,1.5,0.80327,0.014343,-0.014343,0.04904,-0.04904
1.55,1.5,1.6,0.7944,0.013495,-0.013495,0.045205,-0.045205
1.65,1.6,1.7,0.82524,0.01509,-0.01509,0.047053,-0.047053
1.75,1.7,1.8,0.84721,0.016232,-0.016232,0.046698,-0.046698
1.85,1.8,1.9,0.89849,0.018808,-0.018808,0.049483,-0.049483
1.95,1.9,2.0,0.91705,0.020666,-0.020666,0.051288,-0.051288
2.1,2.0,2.2,0.90937,0.015694,-0.015694,0.049962,-0.049962
2.3,2.2,2.4,0.92359,0.018471,-0.018471,0.053288,-0.053288
2.5,2.4,2.6,0.91582,0.020944,-0.020944,0.048638,-0.048638
2.7,2.6,2.8,0.91411,0.023462,-0.023462,0.046682,-0.046682
2.9,2.8,3.0,0.87073,0.025164,-0.025164,0.044816,-0.044816
3.1,3.0,3.2,0.832,0.027448,-0.027448,0.044015,-0.044015
3.3,3.2,3.4,0.85975,0.033814,-0.033814,0.048127,-0.048127
3.5,3.4,3.6,0.77664,0.036651,-0.036651,0.047967,-0.047967
3.7,3.6,3.8,0.70786,0.035925,-0.035925,0.051078,-0.051078
3.9,3.8,4.0,0.77563,0.042223,-0.042223,0.055445,-0.055445
4.25,4.0,4.5,0.73345,0.041609,-0.041609,0.057547,-0.057547
4.75,4.5,5.0,0.6823,0.046861,-0.046861,0.067289,-0.067289
5.25,5.0,5.5,0.62349,0.048409,-0.048409,0.06441,-0.06441
5.75,5.5,6.0,0.6074,0.057117,-0.057117,0.064846,-0.064846
6.5,6.0,7.0,0.56128,0.020288,-0.020288,0.058206,-0.058206
7.5,7.0,8.0,0.555,0.030623,-0.030623,0.079765,-0.079765
9.0,8.0,10.0,0.556,0.031367,-0.031367,0.062056,-0.062056
11.0,10.0,12.0,0.52824,0.047696,-0.047696,0.05879,-0.05879
13.5,12.0,15.0,0.72539,0.097251,-0.097251,0.06726,-0.06726
17.5,15.0,20.0,0.71017,0.13006,-0.13006,0.066654,-0.066654

#: CENTRALITY [pct],,,70-80
#: RE (PBPB),,,PB PB --> P X, PB PB --> PBAR X
#: RE (PP),,,P P --> P X, P P --> PBAR X
#: SQRT(S)/NUCLEON [GeV],,,5020.0
#: YRAP,,,-0.5-0.5
$p_{T}$ [$GeV/c$],$p_{T}$ [$GeV/c$] LOW,$p_{T}$ [$GeV/c$] HIGH,RAA,stat. +,stat. -,syst. +,syst. -
0.32499999999999996,0.3,0.35,0.46861,0.034285,-0.034285,0.053725,-0.053725
0.375,0.35,0.4,0.44345,0.024897,-0.024897,0.044745,-0.044745
0.42500000000000004,0.4,0.45,0.49368,0.026097,-0.026097,0.044147,-0.044147
0.475,0.45,0.5,0.49826,0.0098177,-0.0098177,0.032915,-0.032915
0.525,0.5,0.55,0.50798,0.011101,-0.011101,0.030321,-0.030321
0.575,0.55,0.6,0.52049,0.011974,-0.011974,0.027795,-0.027795
0.625,0.6,0.65,0.52891,0.0076495,-0.0076495,0.032749,-0.032749
0.675,0.65,0.7,0.52311,0.0061839,-0.0061839,0.043765,-0.043765
0.725,0.7,0.75,0.56951,0.0069318,-0.0069318,0.050578,-0.050578
0.775,0.75,0.8,0.57783,0.0073806,-0.0073806,0.062767,-0.062767
0.825,0.8,0.85,0.63153,0.012305,-0.012305,0.041387,-0.041387
0.875,0.85,0.9,0.63257,0.012817,-0.012817,0.039429,-0.039429
0.925,0.9,0.95,0.69793,0.014782,-0.014782,0.04406,-0.04406
0.975,0.95,1.0,0.63886,0.013934,-0.013934,0.040201,-0.040201
1.05,1.0,1.1,0.69244,0.011912,-0.011912,0.041101,-0.041101
1.15,1.1,1.2,0.75759,0.01528,-0.01528,0.045846,-0.045846
1.25,1.2,1.3,0.79179,0.017029,-0.017029,0.048567,-0.048567
1.35,1.3,1.4,0.77848,0.017783,-0.017783,0.049804,-0.049804
1.45,1.4,1.5,0.84741,0.021718,-0.021718,0.051753,-0.051753
1.55,1.5,1.6,0.81887,0.020098,-0.020098,0.046538,-0.046538
1.65,1.6,1.7,0.86988,0.022629,-0.022629,0.049541,-0.049541
1.75,1.7,1.8,0.84542,0.023816,-0.023816,0.046542,-0.046542
1.85,1.8,1.9,0.89477,0.02717,-0.02717,0.049233,-0.049233
1.95,1.9,2.0,0.90877,0.02919,-0.02919,0.050779,-0.050779
2.1,2.0,2.2,0.89703,0.022705,-0.022705,0.049264,-0.049264
2.3,2.2,2.4,0.91284,0.026419,-0.026419,0.052595,-0.052595
2.5,2.4,2.6,0.89135,0.02944,-0.02944,0.047295,-0.047295
2.7,2.6,2.8,0.89642,0.03443,-0.03443,0.045757,-0.045757
2.9,2.8,3.0,0.89766,0.041031,-0.041031,0.046188,-0.046188
3.1,3.0,3.2,0.88316,0.044781,-0.044781,0.046718,-0.046718
3.3,3.2,3.4,0.86339,0.053925,-0.053925,0.04841,-0.04841
3.5,3.4,3.6,0.7875,0.054384,-0.054384,0.048667,-0.048667
3.7,3.6,3.8,0.76424,0.05422,-0.05422,0.055279,-0.055279
3.9,3.8,4.0,0.71385,0.057255,-0.057255,0.051451,-0.051451
4.25,4.0,4.5,0.67004,0.051331,-0.051331,0.052936,-0.052936
4.75,4.5,5.0,0.73421,0.060726,-0.060726,0.073441,-0.073441
5.25,5.0,5.5,0.65911,0.063039,-0.063039,0.068071,-0.068071
5.75,5.5,6.0,0.58579,0.072716,-0.072716,0.063362,-0.063362
6.5,6.0,7.0,0.64041,0.0298,-0.0298,0.066706,-0.066706
7.5,7.0,8.0,0.65696,0.045576,-0.045576,0.094699,-0.094699
9.0,8.0,10.0,0.5964,0.041059,-0.041059,0.066703,-0.066703
11.0,10.0,12.0,0.56507,0.060384,-0.060384,0.063139,-0.063139
13.5,12.0,15.0,0.75513,0.11565,-0.11565,0.070375,-0.070375
17.5,15.0,20.0,0.7125,0.15025,-0.15025,0.066463,-0.066463

