#: table_doi: 10.17182/hepdata.104923.v1/t16
#: name: Table 16
#: description: $p_{T}$-dependent nuclear modification factor of kaons ($K^{+}+K^{-}$) measured in Pb-Pb collisions at $\sqrt{s_{NN}}$ = 5.02 TeV.
#: data_file: table_16.yaml
#: keyword reactions: PB PB --> K+ X | PB PB --> K- X | P P --> K+ X | P P --> K- X
#: keyword observables: RATIO
#: keyword cmenergies: 5020.0
#: keyword phrases: Inclusive | Differential Distribution | Transverse Momentum Dependence
#: CENTRALITY [pct],,,0-5
#: RE (PBPB),,,PB PB --> K+ X, PB PB --> K- X
#: RE (PP),,,P P --> K+ X, P P --> K- X
#: SQRT(S)/NUCLEON [GeV],,,5020.0
#: YRAP,,,-0.5-0.5
$p_{T}$ [$GeV/c$],$p_{T}$ [$GeV/c$] LOW,$p_{T}$ [$GeV/c$] HIGH,RAA,stat. +,stat. -,syst. +,syst. -
2.3,2.2,2.4,0.73383,0.030396,-0.030396,0.050433,-0.050433
2.5,2.4,2.6,0.73328,0.032829,-0.032829,0.047681,-0.047681
2.7,2.6,2.8,0.72359,0.037998,-0.037998,0.046449,-0.046449
2.9,2.8,3.0,0.72859,0.046172,-0.046172,0.04869,-0.04869
3.1,3.0,3.2,0.72076,0.031634,-0.031634,0.056288,-0.056288
3.3,3.2,3.4,0.72642,0.032329,-0.032329,0.056434,-0.056434
3.5,3.4,3.6,0.775,0.036761,-0.036761,0.062407,-0.062407
3.7,3.6,3.8,0.73753,0.035637,-0.035637,0.061011,-0.061011
3.9,3.8,4.0,0.69244,0.034552,-0.034552,0.057513,-0.057513
4.25,4.0,4.5,0.67373,0.024373,-0.024373,0.056071,-0.056071
4.75,4.5,5.0,0.66787,0.027599,-0.027599,0.049821,-0.049821
5.25,5.0,5.5,0.64812,0.031362,-0.031362,0.044374,-0.044374
5.75,5.5,6.0,0.63401,0.036308,-0.036308,0.04209,-0.04209
6.25,6.0,6.5,0.65585,0.03125,-0.03125,0.065717,-0.065717
6.75,6.5,7.0,0.6541,0.031637,-0.031637,0.064419,-0.064419
7.5,7.0,8.0,0.68945,0.029549,-0.029549,0.068354,-0.068354
8.5,8.0,9.0,0.67043,0.033925,-0.033925,0.080971,-0.080971
9.5,9.0,10.0,0.71987,0.043428,-0.043428,0.087284,-0.087284
10.5,10.0,11.0,0.75292,0.053812,-0.053812,0.092556,-0.092556
11.5,11.0,12.0,0.74704,0.063846,-0.063846,0.092294,-0.092294
12.5,12.0,13.0,0.74349,0.081561,-0.081561,0.092456,-0.092456
13.5,13.0,14.0,0.76342,0.10452,-0.10452,0.097654,-0.097654
14.5,14.0,15.0,0.79806,0.12623,-0.12623,0.10277,-0.10277
15.5,15.0,16.0,0.85626,0.14591,-0.14591,0.11107,-0.11107
17.0,16.0,18.0,0.78724,0.12695,-0.12695,0.10346,-0.10346
19.0,18.0,20.0,0.78535,0.18498,-0.18498,0.10493,-0.10493

#: CENTRALITY [pct],,,70-80
#: RE (PBPB),,,PB PB --> K+ X, PB PB --> K- X
#: RE (PP),,,P P --> K+ X, P P --> K- X
#: SQRT(S)/NUCLEON [GeV],,,5020.0
#: YRAP,,,-0.5-0.5
$p_{T}$ [$GeV/c$],$p_{T}$ [$GeV/c$] LOW,$p_{T}$ [$GeV/c$] HIGH,RAA,stat. +,stat. -,syst. +,syst. -
0.225,0.2,0.25,0.62304,0.014855,-0.014855,0.042286,-0.042286
0.275,0.25,0.3,0.62088,0.0096495,-0.0096495,0.035427,-0.035427
0.32499999999999996,0.3,0.35,0.63456,0.0072677,-0.0072677,0.029411,-0.029411
0.375,0.35,0.4,0.63313,0.006973,-0.006973,0.028374,-0.028374
0.42500000000000004,0.4,0.45,0.64837,0.0065505,-0.0065505,0.030716,-0.030716
0.475,0.45,0.5,0.68514,0.01228,-0.01228,0.033383,-0.033383
0.525,0.5,0.55,0.69216,0.014565,-0.014565,0.041455,-0.041455
0.575,0.55,0.6,0.68211,0.018536,-0.018536,0.047056,-0.047056
0.625,0.6,0.65,0.69811,0.031008,-0.031008,0.05798,-0.05798
0.675,0.65,0.7,0.69181,0.012525,-0.012525,0.034371,-0.034371
0.725,0.7,0.75,0.73792,0.013859,-0.013859,0.037611,-0.037611
0.775,0.75,0.8,0.74182,0.014507,-0.014507,0.038473,-0.038473
0.825,0.8,0.85,0.7666,0.016124,-0.016124,0.0398,-0.0398
0.875,0.85,0.9,0.78691,0.017676,-0.017676,0.040984,-0.040984
0.925,0.9,0.95,0.75941,0.017775,-0.017775,0.041008,-0.041008
0.975,0.95,1.0,0.82193,0.021207,-0.021207,0.042061,-0.042061
1.05,1.0,1.1,0.80497,0.015966,-0.015966,0.039886,-0.039886
1.15,1.1,1.2,0.8264,0.018575,-0.018575,0.041979,-0.041979
1.25,1.2,1.3,0.81246,0.020466,-0.020466,0.043061,-0.043061
1.35,1.3,1.4,0.77148,0.021357,-0.021357,0.041392,-0.041392
1.45,1.4,1.5,0.80925,0.024991,-0.024991,0.041522,-0.041522
1.55,1.5,1.6,0.76579,0.022709,-0.022709,0.037852,-0.037852
1.65,1.6,1.7,0.77365,0.026184,-0.026184,0.038685,-0.038685
1.75,1.7,1.8,0.77085,0.027894,-0.027894,0.037271,-0.037271
1.85,1.8,1.9,0.74819,0.030335,-0.030335,0.040323,-0.040323
1.95,1.9,2.0,0.74159,0.036698,-0.036698,0.043777,-0.043777
2.1,2.0,2.2,0.76301,0.032567,-0.032567,0.047289,-0.047289
2.3,2.2,2.4,0.74944,0.041667,-0.041667,0.051432,-0.051432
2.5,2.4,2.6,0.77001,0.046855,-0.046855,0.05134,-0.05134
2.7,2.6,2.8,0.76088,0.052235,-0.052235,0.049968,-0.049968
2.9,2.8,3.0,0.80253,0.070602,-0.070602,0.055263,-0.055263
3.1,3.0,3.2,0.76966,0.037085,-0.037085,0.062648,-0.062648
3.3,3.2,3.4,0.78513,0.053811,-0.053811,0.06414,-0.06414
3.5,3.4,3.6,0.76756,0.043127,-0.043127,0.0653,-0.0653
3.7,3.6,3.8,0.81012,0.049803,-0.049803,0.069123,-0.069123
3.9,3.8,4.0,0.80746,0.052967,-0.052967,0.068394,-0.068394
4.25,4.0,4.5,0.74587,0.036233,-0.036233,0.063228,-0.063228
4.75,4.5,5.0,0.79875,0.045466,-0.045466,0.05936,-0.05936
5.25,5.0,5.5,0.73582,0.049105,-0.049105,0.049763,-0.049763
5.75,5.5,6.0,0.75996,0.061037,-0.061037,0.050922,-0.050922
6.25,6.0,6.5,0.75877,0.047328,-0.047328,0.076668,-0.076668
6.75,6.5,7.0,0.77809,0.04857,-0.04857,0.076894,-0.076894
7.5,7.0,8.0,0.77463,0.044796,-0.044796,0.077044,-0.077044
8.5,8.0,9.0,0.7927,0.051238,-0.051238,0.095994,-0.095994
9.5,9.0,10.0,0.819,0.060475,-0.060475,0.099568,-0.099568
10.5,10.0,11.0,0.82127,0.06983,-0.06983,0.10122,-0.10122
11.5,11.0,12.0,0.83514,0.082633,-0.082633,0.10344,-0.10344
12.5,12.0,13.0,0.84024,0.10326,-0.10326,0.10475,-0.10475
13.5,13.0,14.0,0.9513,0.1425,-0.1425,0.12198,-0.12198
14.5,14.0,15.0,0.86622,0.15022,-0.15022,0.11181,-0.11181
15.5,15.0,16.0,0.87873,0.16584,-0.16584,0.11425,-0.11425
17.0,16.0,18.0,0.89361,0.15917,-0.15917,0.11771,-0.11771
19.0,18.0,20.0,0.85124,0.21851,-0.21851,0.11399,-0.11399

