#: table_doi: 10.17182/hepdata.104923.v1/t15
#: name: Table 15
#: description: $p_{T}$-dependent nuclear modification factor of pions ($\pi^{+}+\pi^{-}$) measured in Pb-Pb collisions at $\sqrt{s_{NN}}$ = 5.02 TeV.
#: data_file: table_15.yaml
#: keyword reactions: PB PB --> PI+ X | PB PB --> PI- X | P P --> PI+ X | P P --> PI- X
#: keyword observables: RATIO
#: keyword cmenergies: 5020.0
#: keyword phrases: Inclusive | Differential Distribution | Transverse Momentum Dependence
#: CENTRALITY [pct],,,0-5
#: RE (PBPB),,,PB PB --> PI+ X, PB PB --> PI- X
#: RE (PP),,,P P --> PI+ X, P P --> PI- X
#: SQRT(S)/NUCLEON [GeV],,,5020.0
#: YRAP,,,-0.5-0.5
$p_{T}$ [$GeV/c$],$p_{T}$ [$GeV/c$] LOW,$p_{T}$ [$GeV/c$] HIGH,RAA,stat. +,stat. -,syst. +,syst. -
1.15,1.1,1.2,0.54641,0.001695,-0.001695,0.022504,-0.022504
1.25,1.2,1.3,0.59347,0.002211,-0.002211,0.025171,-0.025171
1.35,1.3,1.4,0.60988,0.0024232,-0.0024232,0.026735,-0.026735
1.45,1.4,1.5,0.60601,0.00266,-0.00266,0.025785,-0.025785
1.55,1.5,1.6,0.60618,0.0028406,-0.0028406,0.025372,-0.025372
1.65,1.6,1.7,0.59659,0.0029849,-0.0029849,0.031686,-0.031686
1.75,1.7,1.8,0.59261,0.0031701,-0.0031701,0.031104,-0.031104
1.85,1.8,1.9,0.58736,0.0034007,-0.0034007,0.030677,-0.030677
1.95,1.9,2.0,0.56926,0.003486,-0.003486,0.031177,-0.031177
2.1,2.0,2.2,0.52795,0.0024514,-0.0024514,0.024423,-0.024423
2.3,2.2,2.4,0.50821,0.0026006,-0.0026006,0.019763,-0.019763
2.5,2.4,2.6,0.48858,0.0028804,-0.0028804,0.017153,-0.017153
2.7,2.6,2.8,0.47075,0.003153,-0.003153,0.015897,-0.015897
2.9,2.8,3.0,0.45766,0.003469,-0.003469,0.015082,-0.015082
3.1,3.0,3.2,0.4367,0.0037665,-0.0037665,0.013915,-0.013915
3.3,3.2,3.4,0.42544,0.0041175,-0.0041175,0.013565,-0.013565
3.5,3.4,3.6,0.4057,0.0043936,-0.0043936,0.013158,-0.013158
3.7,3.6,3.8,0.39608,0.0047318,-0.0047318,0.012281,-0.012281
3.9,3.8,4.0,0.38488,0.0050775,-0.0050775,0.012861,-0.012861
4.25,4.0,4.5,0.36975,0.0036666,-0.0036666,0.012332,-0.012332
4.75,4.5,5.0,0.35413,0.0044412,-0.0044412,0.010355,-0.010355
5.25,5.0,5.5,0.35328,0.0055672,-0.0055672,0.010515,-0.010515
5.75,5.5,6.0,0.3484,0.006758,-0.006758,0.010445,-0.010445
6.25,6.0,6.5,0.34582,0.0061722,-0.0061722,0.012882,-0.012882
6.75,6.5,7.0,0.34946,0.0072567,-0.0072567,0.012011,-0.012011
7.5,7.0,8.0,0.36043,0.0071034,-0.0071034,0.012795,-0.012795
8.5,8.0,9.0,0.37944,0.0098143,-0.0098143,0.013919,-0.013919
9.5,9.0,10.0,0.40799,0.013468,-0.013468,0.014968,-0.014968
10.5,10.0,11.0,0.43036,0.018293,-0.018293,0.017646,-0.017646
11.5,11.0,12.0,0.43443,0.02284,-0.02284,0.01781,-0.01781
12.5,12.0,13.0,0.45746,0.029378,-0.029378,0.018782,-0.018782
13.5,13.0,14.0,0.46322,0.037737,-0.037737,0.018951,-0.018951
14.5,14.0,15.0,0.45872,0.043153,-0.043153,0.018747,-0.018747
15.5,15.0,16.0,0.51803,0.061347,-0.061347,0.021171,-0.021171
17.0,16.0,18.0,0.52771,0.052508,-0.052508,0.02165,-0.02165
19.0,18.0,20.0,0.53337,0.081737,-0.081737,0.021798,-0.021798

#: CENTRALITY [pct],,,50-60
#: RE (PBPB),,,PB PB --> PI+ X, PB PB --> PI- X
#: RE (PP),,,P P --> PI+ X, P P --> PI- X
#: SQRT(S)/NUCLEON [GeV],,,5020.0
#: YRAP,,,-0.5-0.5
$p_{T}$ [$GeV/c$],$p_{T}$ [$GeV/c$] LOW,$p_{T}$ [$GeV/c$] HIGH,RAA,stat. +,stat. -,syst. +,syst. -
0.11,0.1,0.12,0.39628,0.0032646,-0.0032646,0.037425,-0.037425
0.13,0.12,0.14,0.39208,0.0027081,-0.0027081,0.024699,-0.024699
0.15000000000000002,0.14,0.16,0.3908,0.002596,-0.002596,0.023184,-0.023184
0.16999999999999998,0.16,0.18,0.38973,0.0025311,-0.0025311,0.022445,-0.022445
0.19,0.18,0.2,0.39251,0.0025232,-0.0025232,0.0223,-0.0223
0.225,0.2,0.25,0.39855,0.0019492,-0.0019492,0.023454,-0.023454
0.275,0.25,0.3,0.40755,0.0020122,-0.0020122,0.025019,-0.025019
0.32499999999999996,0.3,0.35,0.42038,0.00098252,-0.00098252,0.014827,-0.014827
0.375,0.35,0.4,0.43736,0.0008913,-0.0008913,0.014959,-0.014959
0.42500000000000004,0.4,0.45,0.45546,0.0009371,-0.0009371,0.015844,-0.015844
0.475,0.45,0.5,0.47208,0.0010175,-0.0010175,0.016766,-0.016766
0.525,0.5,0.55,0.48095,0.001092,-0.001092,0.014154,-0.014154
0.575,0.55,0.6,0.495,0.001181,-0.001181,0.014127,-0.014127
0.625,0.6,0.65,0.50541,0.0013461,-0.0013461,0.015229,-0.015229
0.675,0.65,0.7,0.51512,0.0017131,-0.0017131,0.018009,-0.018009
0.725,0.7,0.75,0.53553,0.0015776,-0.0015776,0.022249,-0.022249
0.775,0.75,0.8,0.55607,0.0018261,-0.0018261,0.023761,-0.023761
0.825,0.8,0.85,0.57216,0.001872,-0.001872,0.02403,-0.02403
0.875,0.85,0.9,0.58137,0.0020896,-0.0020896,0.024269,-0.024269
0.925,0.9,0.95,0.5976,0.0023674,-0.0023674,0.024822,-0.024822
0.975,0.95,1.0,0.605,0.002631,-0.002631,0.024848,-0.024848
1.05,1.0,1.1,0.61429,0.0020967,-0.0020967,0.025019,-0.025019
1.15,1.1,1.2,0.59683,0.0023825,-0.0023825,0.024583,-0.024583
1.25,1.2,1.3,0.64789,0.0031418,-0.0031418,0.027474,-0.027474
1.35,1.3,1.4,0.66763,0.0034285,-0.0034285,0.029263,-0.029263
1.45,1.4,1.5,0.66888,0.0038209,-0.0038209,0.028478,-0.028478
1.55,1.5,1.6,0.65567,0.0038844,-0.0038844,0.027298,-0.027298
1.65,1.6,1.7,0.6499,0.0040279,-0.0040279,0.034111,-0.034111
1.75,1.7,1.8,0.64911,0.0043379,-0.0043379,0.033659,-0.033659
1.85,1.8,1.9,0.64492,0.0046565,-0.0046565,0.033279,-0.033279
1.95,1.9,2.0,0.63851,0.0048775,-0.0048775,0.034489,-0.034489
2.1,2.0,2.2,0.59593,0.0033519,-0.0033519,0.023997,-0.023997
2.3,2.2,2.4,0.56958,0.0036047,-0.0036047,0.020757,-0.020757
2.5,2.4,2.6,0.55247,0.0040353,-0.0040353,0.01929,-0.01929
2.7,2.6,2.8,0.53779,0.0044831,-0.0044831,0.018003,-0.018003
2.9,2.8,3.0,0.52319,0.0049493,-0.0049493,0.017139,-0.017139
3.1,3.0,3.2,0.50634,0.0054023,-0.0054023,0.015946,-0.015946
3.3,3.2,3.4,0.49942,0.0059839,-0.0059839,0.015751,-0.015751
3.5,3.4,3.6,0.48213,0.0064724,-0.0064724,0.015213,-0.015213
3.7,3.6,3.8,0.47419,0.0069988,-0.0069988,0.01466,-0.01466
3.9,3.8,4.0,0.47359,0.0077478,-0.0077478,0.015534,-0.015534
4.25,4.0,4.5,0.45501,0.0055788,-0.0055788,0.015112,-0.015112
4.75,4.5,5.0,0.44679,0.0068855,-0.0068855,0.013195,-0.013195
5.25,5.0,5.5,0.43524,0.0083139,-0.0083139,0.01284,-0.01284
5.75,5.5,6.0,0.44087,0.010377,-0.010377,0.013771,-0.013771
6.25,6.0,6.5,0.43753,0.008701,-0.008701,0.016462,-0.016462
6.75,6.5,7.0,0.43863,0.0099433,-0.0099433,0.015376,-0.015376
7.5,7.0,8.0,0.45159,0.0097851,-0.0097851,0.016281,-0.016281
8.5,8.0,9.0,0.47113,0.01302,-0.01302,0.017461,-0.017461
9.5,9.0,10.0,0.48804,0.016961,-0.016961,0.01809,-0.01809
10.5,10.0,11.0,0.51679,0.022853,-0.022853,0.021365,-0.021365
11.5,11.0,12.0,0.52863,0.028746,-0.028746,0.021851,-0.021851
12.5,12.0,13.0,0.55405,0.036678,-0.036678,0.022936,-0.022936
13.5,13.0,14.0,0.5396,0.045119,-0.045119,0.02226,-0.02226
14.5,14.0,15.0,0.529,0.051072,-0.051072,0.0218,-0.0218
15.5,15.0,16.0,0.60364,0.072964,-0.072964,0.024876,-0.024876
17.0,16.0,18.0,0.5898,0.060254,-0.060254,0.024397,-0.024397
19.0,18.0,20.0,0.60745,0.09478,-0.09478,0.025032,-0.025032

#: CENTRALITY [pct],,,60-70
#: RE (PBPB),,,PB PB --> PI+ X, PB PB --> PI- X
#: RE (PP),,,P P --> PI+ X, P P --> PI- X
#: SQRT(S)/NUCLEON [GeV],,,5020.0
#: YRAP,,,-0.5-0.5
$p_{T}$ [$GeV/c$],$p_{T}$ [$GeV/c$] LOW,$p_{T}$ [$GeV/c$] HIGH,RAA,stat. +,stat. -,syst. +,syst. -
0.11,0.1,0.12,0.48281,0.0049783,-0.0049783,0.044455,-0.044455
0.13,0.12,0.14,0.48267,0.004,-0.004,0.028656,-0.028656
0.15000000000000002,0.14,0.16,0.48205,0.0038415,-0.0038415,0.026736,-0.026736
0.16999999999999998,0.16,0.18,0.47714,0.0036888,-0.0036888,0.025577,-0.025577
0.19,0.18,0.2,0.47682,0.0036366,-0.0036366,0.025161,-0.025161
0.225,0.2,0.25,0.47748,0.0024199,-0.0024199,0.026239,-0.026239
0.275,0.25,0.3,0.48995,0.0025567,-0.0025567,0.028252,-0.028252
0.32499999999999996,0.3,0.35,0.49266,0.0018666,-0.0018666,0.019155,-0.019155
0.375,0.35,0.4,0.51099,0.0018493,-0.0018493,0.019891,-0.019891
0.42500000000000004,0.4,0.45,0.52887,0.001999,-0.001999,0.020939,-0.020939
0.475,0.45,0.5,0.54132,0.0022233,-0.0022233,0.022157,-0.022157
0.525,0.5,0.55,0.54892,0.002339,-0.002339,0.019564,-0.019564
0.575,0.55,0.6,0.56097,0.0025672,-0.0025672,0.019875,-0.019875
0.625,0.6,0.65,0.57317,0.0026534,-0.0026534,0.021016,-0.021016
0.675,0.65,0.7,0.58002,0.0029322,-0.0029322,0.023623,-0.023623
0.725,0.7,0.75,0.61197,0.0024546,-0.0024546,0.030717,-0.030717
0.775,0.75,0.8,0.63651,0.0027415,-0.0027415,0.033385,-0.033385
0.825,0.8,0.85,0.64475,0.0028731,-0.0028731,0.033504,-0.033504
0.875,0.85,0.9,0.65862,0.0032368,-0.0032368,0.033745,-0.033745
0.925,0.9,0.95,0.66736,0.0036236,-0.0036236,0.03557,-0.03557
0.975,0.95,1.0,0.67802,0.0040467,-0.0040467,0.03472,-0.03472
1.05,1.0,1.1,0.6764,0.0031801,-0.0031801,0.033907,-0.033907
1.15,1.1,1.2,0.66975,0.0037191,-0.0037191,0.034182,-0.034182
1.25,1.2,1.3,0.71253,0.0048143,-0.0048143,0.037613,-0.037613
1.35,1.3,1.4,0.73056,0.0051598,-0.0051598,0.03991,-0.03991
1.45,1.4,1.5,0.73432,0.0057879,-0.0057879,0.03817,-0.03817
1.55,1.5,1.6,0.72766,0.0058794,-0.0058794,0.036508,-0.036508
1.65,1.6,1.7,0.71631,0.0059631,-0.0059631,0.043308,-0.043308
1.75,1.7,1.8,0.70874,0.0063348,-0.0063348,0.04162,-0.04162
1.85,1.8,1.9,0.71092,0.0068481,-0.0068481,0.041672,-0.041672
1.95,1.9,2.0,0.70171,0.0071079,-0.0071079,0.043021,-0.043021
2.1,2.0,2.2,0.66773,0.0050364,-0.0050364,0.032871,-0.032871
2.3,2.2,2.4,0.63798,0.0054225,-0.0054225,0.030574,-0.030574
2.5,2.4,2.6,0.62838,0.0061464,-0.0061464,0.026909,-0.026909
2.7,2.6,2.8,0.61381,0.006827,-0.006827,0.024465,-0.024465
2.9,2.8,3.0,0.59719,0.0074982,-0.0074982,0.022557,-0.022557
3.1,3.0,3.2,0.59446,0.0084667,-0.0084667,0.023332,-0.023332
3.3,3.2,3.4,0.58417,0.0092736,-0.0092736,0.021769,-0.021769
3.5,3.4,3.6,0.57759,0.010267,-0.010267,0.02058,-0.02058
3.7,3.6,3.8,0.56024,0.010991,-0.010991,0.020598,-0.020598
3.9,3.8,4.0,0.57666,0.012567,-0.012567,0.021828,-0.021828
4.25,4.0,4.5,0.54165,0.0088009,-0.0088009,0.019609,-0.019609
4.75,4.5,5.0,0.56175,0.011554,-0.011554,0.01782,-0.01782
5.25,5.0,5.5,0.53478,0.013486,-0.013486,0.015778,-0.015778
5.75,5.5,6.0,0.55276,0.017114,-0.017114,0.017581,-0.017581
6.25,6.0,6.5,0.54577,0.013148,-0.013148,0.021008,-0.021008
6.75,6.5,7.0,0.54521,0.014539,-0.014539,0.019399,-0.019399
7.5,7.0,8.0,0.55603,0.014327,-0.014327,0.020285,-0.020285
8.5,8.0,9.0,0.56683,0.017836,-0.017836,0.021471,-0.021471
9.5,9.0,10.0,0.58528,0.022538,-0.022538,0.022173,-0.022173
10.5,10.0,11.0,0.61141,0.029348,-0.029348,0.025266,-0.025266
11.5,11.0,12.0,0.59429,0.034773,-0.034773,0.024554,-0.024554
12.5,12.0,13.0,0.64344,0.045452,-0.045452,0.026625,-0.026625
13.5,13.0,14.0,0.63899,0.056407,-0.056407,0.031521,-0.031521
14.5,14.0,15.0,0.63587,0.064639,-0.064639,0.031345,-0.031345
15.5,15.0,16.0,0.73471,0.092558,-0.092558,0.036216,-0.036216
17.0,16.0,18.0,0.69721,0.075123,-0.075123,0.034459,-0.034459
19.0,18.0,20.0,0.62494,0.10193,-0.10193,0.030806,-0.030806

#: CENTRALITY [pct],,,70-80
#: RE (PBPB),,,PB PB --> PI+ X, PB PB --> PI- X
#: RE (PP),,,P P --> PI+ X, P P --> PI- X
#: SQRT(S)/NUCLEON [GeV],,,5020.0
#: YRAP,,,-0.5-0.5
$p_{T}$ [$GeV/c$],$p_{T}$ [$GeV/c$] LOW,$p_{T}$ [$GeV/c$] HIGH,RAA,stat. +,stat. -,syst. +,syst. -
0.11,0.1,0.12,0.60458,0.0089297,-0.0089297,0.055677,-0.055677
0.13,0.12,0.14,0.60088,0.0072917,-0.0072917,0.035677,-0.035677
0.15000000000000002,0.14,0.16,0.59027,0.0068435,-0.0068435,0.03274,-0.03274
0.16999999999999998,0.16,0.18,0.5985,0.0068028,-0.0068028,0.032078,-0.032078
0.19,0.18,0.2,0.58469,0.0065125,-0.0065125,0.030855,-0.030855
0.225,0.2,0.25,0.58496,0.0045328,-0.0045328,0.032145,-0.032145
0.275,0.25,0.3,0.5952,0.0046885,-0.0046885,0.034325,-0.034325
0.32499999999999996,0.3,0.35,0.59477,0.0033545,-0.0033545,0.023088,-0.023088
0.375,0.35,0.4,0.59373,0.0048875,-0.0048875,0.028006,-0.028006
0.42500000000000004,0.4,0.45,0.61683,0.0034378,-0.0034378,0.024433,-0.024433
0.475,0.45,0.5,0.63725,0.0038542,-0.0038542,0.02608,-0.02608
0.525,0.5,0.55,0.63819,0.0039825,-0.0039825,0.022761,-0.022761
0.575,0.55,0.6,0.64813,0.0043451,-0.0043451,0.022986,-0.022986
0.625,0.6,0.65,0.65574,0.0044162,-0.0044162,0.023989,-0.023989
0.675,0.65,0.7,0.66587,0.004902,-0.004902,0.027083,-0.027083
0.725,0.7,0.75,0.69949,0.0038584,-0.0038584,0.035108,-0.035108
0.775,0.75,0.8,0.70506,0.0041654,-0.0041654,0.036981,-0.036981
0.825,0.8,0.85,0.71346,0.0046335,-0.0046335,0.037061,-0.037061
0.875,0.85,0.9,0.7341,0.005315,-0.005315,0.037611,-0.037611
0.925,0.9,0.95,0.73679,0.0058219,-0.0058219,0.039272,-0.039272
0.975,0.95,1.0,0.74904,0.0065562,-0.0065562,0.038348,-0.038348
1.05,1.0,1.1,0.74344,0.0051503,-0.0051503,0.037261,-0.037261
1.15,1.1,1.2,0.71511,0.0058008,-0.0058008,0.036509,-0.036509
1.25,1.2,1.3,0.78697,0.0072759,-0.0072759,0.041534,-0.041534
1.35,1.3,1.4,0.80153,0.0083925,-0.0083925,0.043809,-0.043809
1.45,1.4,1.5,0.81579,0.0097099,-0.0097099,0.042391,-0.042391
1.55,1.5,1.6,0.79861,0.0093608,-0.0093608,0.03988,-0.03988
1.65,1.6,1.7,0.76142,0.0088217,-0.0088217,0.045655,-0.045655
1.75,1.7,1.8,0.7663,0.0097977,-0.0097977,0.044695,-0.044695
1.85,1.8,1.9,0.76972,0.010711,-0.010711,0.044889,-0.044889
1.95,1.9,2.0,0.75876,0.011187,-0.011187,0.046365,-0.046365
2.1,2.0,2.2,0.71664,0.0078183,-0.0078183,0.03582,-0.03582
2.3,2.2,2.4,0.70724,0.0087651,-0.0087651,0.034206,-0.034206
2.5,2.4,2.6,0.70629,0.010034,-0.010034,0.030159,-0.030159
2.7,2.6,2.8,0.69902,0.011315,-0.011315,0.027515,-0.027515
2.9,2.8,3.0,0.69133,0.012688,-0.012688,0.026168,-0.026168
3.1,3.0,3.2,0.68392,0.01409,-0.01409,0.026608,-0.026608
3.3,3.2,3.4,0.67465,0.015679,-0.015679,0.024603,-0.024603
3.5,3.4,3.6,0.67244,0.017455,-0.017455,0.023411,-0.023411
3.7,3.6,3.8,0.681,0.019686,-0.019686,0.025476,-0.025476
3.9,3.8,4.0,0.67565,0.021408,-0.021408,0.025586,-0.025586
4.25,4.0,4.5,0.65418,0.015768,-0.015768,0.024075,-0.024075
4.75,4.5,5.0,0.6453,0.019244,-0.019244,0.020842,-0.020842
5.25,5.0,5.5,0.6491,0.024202,-0.024202,0.018303,-0.018303
5.75,5.5,6.0,0.64911,0.028869,-0.028869,0.021235,-0.021235
6.25,6.0,6.5,0.65982,0.021207,-0.021207,0.026055,-0.026055
6.75,6.5,7.0,0.64864,0.022421,-0.022421,0.023804,-0.023804
7.5,7.0,8.0,0.65629,0.02218,-0.02218,0.024495,-0.024495
8.5,8.0,9.0,0.66001,0.025975,-0.025975,0.025667,-0.025667
9.5,9.0,10.0,0.6883,0.032004,-0.032004,0.026771,-0.026771
10.5,10.0,11.0,0.7341,0.04121,-0.04121,0.031017,-0.031017
11.5,11.0,12.0,0.70077,0.047191,-0.047191,0.029604,-0.029604
12.5,12.0,13.0,0.71229,0.057606,-0.057606,0.030134,-0.030134
13.5,13.0,14.0,0.73915,0.073142,-0.073142,0.037039,-0.037039
14.5,14.0,15.0,0.65251,0.075342,-0.075342,0.032674,-0.032674
15.5,15.0,16.0,0.69866,0.098564,-0.098564,0.034985,-0.034985
17.0,16.0,18.0,0.67699,0.083815,-0.083815,0.033987,-0.033987
19.0,18.0,20.0,0.65754,0.11851,-0.11851,0.032926,-0.032926

